2020-01-20,中国,CN,宁夏回族自治区,640000,,,0,1,0,0
2020-01-21,中国,CN,宁夏回族自治区,640000,,,0,1,0,0
2020-01-22,中国,CN,宁夏回族自治区,640000,,,1,0,0,0
2020-01-23,中国,CN,宁夏回族自治区,640000,,,2,1,0,0
2020-01-24,中国,CN,宁夏回族自治区,640000,,,3,1,0,0
2020-01-25,中国,CN,宁夏回族自治区,640000,,,4,1,0,0
2020-01-26,中国,CN,宁夏回族自治区,640000,,,7,0,0,0
2020-01-27,中国,CN,宁夏回族自治区,640000,,,11,0,0,0
2020-01-28,中国,CN,宁夏回族自治区,640000,,,12,2,0,0
2020-01-29,中国,CN,宁夏回族自治区,640000,,,17,1,0,0
2020-01-30,中国,CN,宁夏回族自治区,640000,,,21,1,0,0
2020-01-31,中国,CN,宁夏回族自治区,640000,,,26,1,0,0
2020-02-01,中国,CN,宁夏回族自治区,640000,,,28,8,0,0
2020-02-02,中国,CN,宁夏回族自治区,640000,,,31,12,0,0
2020-02-03,中国,CN,宁夏回族自治区,640000,,,34,18,0,0
2020-02-04,中国,CN,宁夏回族自治区,640000,,,34,24,0,0
2020-02-05,中国,CN,宁夏回族自治区,640000,,,40,39,1,0
2020-02-06,中国,CN,宁夏回族自治区,640000,,,43,39,1,0
2020-02-07,中国,CN,宁夏回族自治区,640000,,,44,0,5,0
2020-02-08,中国,CN,宁夏回族自治区,640000,,,45,0,13,0
2020-02-09,中国,CN,宁夏回族自治区,640000,,,49,0,13,0
2020-02-10,中国,CN,宁夏回族自治区,640000,,,53,0,14,0
2020-02-11,中国,CN,宁夏回族自治区,640000,,,58,0,22,0
2020-02-12,中国,CN,宁夏回族自治区,640000,,,64,0,24,0
2020-02-13,中国,CN,宁夏回族自治区,640000,,,67,0,24,0
2020-02-14,中国,CN,宁夏回族自治区,640000,,,70,0,27,0
2020-02-15,中国,CN,宁夏回族自治区,640000,,,70,0,33,0
2020-02-16,中国,CN,宁夏回族自治区,640000,,,70,0,33,0
2020-02-17,中国,CN,宁夏回族自治区,640000,,,70,0,35,0
2020-02-18,中国,CN,宁夏回族自治区,640000,,,71,0,42,0
2020-02-19,中国,CN,宁夏回族自治区,640000,,,71,0,42,0
2020-02-20,中国,CN,宁夏回族自治区,640000,,,71,0,44,0
2020-02-21,中国,CN,宁夏回族自治区,640000,,,71,0,48,0
2020-02-22,中国,CN,宁夏回族自治区,640000,,,71,0,48,0
2020-02-23,中国,CN,宁夏回族自治区,640000,,,71,0,57,0
2020-02-24,中国,CN,宁夏回族自治区,640000,,,71,0,58,0
2020-02-25,中国,CN,宁夏回族自治区,640000,,,71,0,61,0
2020-02-26,中国,CN,宁夏回族自治区,640000,,,72,0,65,0
2020-02-27,中国,CN,宁夏回族自治区,640000,,,72,0,68,0
2020-02-28,中国,CN,宁夏回族自治区,640000,,,73,0,68,0
2020-02-29,中国,CN,宁夏回族自治区,640000,,,73,0,69,0
2020-03-01,中国,CN,宁夏回族自治区,640000,,,74,0,69,0
2020-03-02,中国,CN,宁夏回族自治区,640000,,,74,0,69,0
2020-03-03,中国,CN,宁夏回族自治区,640000,,,75,0,69,0
2020-03-04,中国,CN,宁夏回族自治区,640000,,,75,0,69,0
2020-03-05,中国,CN,宁夏回族自治区,640000,,,75,0,69,0
2020-03-06,中国,CN,宁夏回族自治区,640000,,,75,0,71,0
2020-03-07,中国,CN,宁夏回族自治区,640000,,,75,0,71,0
2020-03-08,中国,CN,宁夏回族自治区,640000,,,75,0,71,0
2020-03-09,中国,CN,宁夏回族自治区,640000,,,75,0,71,0
2020-03-10,中国,CN,宁夏回族自治区,640000,,,75,0,71,0
2020-03-11,中国,CN,宁夏回族自治区,640000,,,75,0,72,0
2020-03-12,中国,CN,宁夏回族自治区,640000,,,75,0,72,0
2020-03-13,中国,CN,宁夏回族自治区,640000,,,75,0,72,0
2020-03-14,中国,CN,宁夏回族自治区,640000,,,75,0,73,0
2020-03-15,中国,CN,宁夏回族自治区,640000,,,75,0,73,0
2020-03-16,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-17,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-18,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-19,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-20,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-21,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-22,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-23,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-24,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-25,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-26,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-27,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-28,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-29,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-30,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-03-31,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-01,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-02,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-03,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-04,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-05,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-06,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-07,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
2020-04-08,中国,CN,宁夏回族自治区,640000,,,75,0,75,0
